run/I:event/I:elee/F:lelet/F:lelef/F:pipp/F:pipt/F:pipf/F:pimp/F:pimt/F:pimf/F:theta_tim/F:theta_proton_calc/F:theta_proton_measured/F:theta_gamma/F:pippim_mass/F:ang_pi_calc_vs_measured
16333         122   7.40804005      0.144869998       4.20690012      0.317719996       1.25030005       4.81918001      0.311639994       1.97310996      0.502260029       2.09437990       1.46341884       1.67703140       1.48773801      0.605809987       1.74360609
16333         122   7.40804005      0.144869998       4.20690012      0.317719996       1.25030005       4.81918001      0.311639994       1.97310996      0.502260029       1.24826002       1.46341884       1.09178352       1.48773801      0.605809987       1.56561089
16333         637   4.13282013      0.210659996       3.34820008      0.651709974      0.321359992       6.10709000      0.427859992      0.760569990       1.31664002       1.67394996       1.25160146       1.30485833      0.732453525      0.496050000      0.808062315
16333        1262   3.26705003      0.231670007       1.29789996       1.52145004      0.181860000       1.04772997      0.523329973      0.837430000       4.81087017      0.786530018      0.985238791      0.985329628       1.10506797      0.905300021      0.672497451
16333        1391   6.90102005      0.171149999      0.954249978      0.828779995      0.746580005       3.25484991      0.286769986       1.23067999       3.79848003      0.564530015      0.832093477      0.826985359       1.38105190      0.445199996       1.11484468
16333        1722   3.60630989      0.298920006      0.132630005      0.758270025      0.461569995       3.73740005      0.661010027      0.519720018       3.16163993      0.582480013       1.44627976       1.43681681       1.43915629      0.340169996      0.423307747
16333        2022   5.22619009      0.240960002       3.20090008      0.696579993      0.272560000       5.07723999       1.98241997      0.554570019       5.95630980       1.39772999       2.12323332       2.12566662       1.45618844      0.593039989      0.162682027
16333        3501   2.74704003      0.254180014       3.50357008      0.390899986      0.723919988       1.26774001       1.26203001      0.333420008       5.53111982       1.88827002       2.21037555       2.19489622       1.89597368      0.698090017      0.228370056
16333        3515   5.94927979      0.155059993       3.24397993      0.353509992       1.47399998      0.399989992      0.367130011      0.713090003       3.63839006       2.23584008       1.71912932       1.76804876       1.85972464      0.697669983      0.836847007
16333        3515   5.94927979      0.155059993       3.24397993      0.353509992       1.47399998      0.399989992      0.367130011      0.713090003       3.63839006       1.40973997       1.71912932       1.29338813       1.85972464      0.697669983      0.713149428
16333        3603   2.76097989      0.352979988       5.71059990      0.770380020      0.640349984       3.44150996      0.870369971       1.10230005       1.78068995       1.36005998       1.51442778       1.52861428       1.00900757      0.998969972       1.02934217
16333        3603   2.76097989      0.352979988       5.71059990      0.527689993      0.677950025       3.24362993      0.870369971       1.10230005       1.78068995       1.36197996       1.71064901       1.72455394      0.891409457      0.789219975       1.04392934
16333        3603   2.76097989      0.352979988       5.71059990      0.770380020      0.640349984       3.44150996      0.870369971       1.10230005       1.78068995       1.47060001       1.51442778       1.60310078       1.00900757      0.998969972       1.02892792
16333        3603   2.76097989      0.352979988       5.71059990      0.527689993      0.677950025       3.24362993      0.870369971       1.10230005       1.78068995       1.53468001       1.71064901       1.80310535      0.891409457      0.789219975       1.04352260
16333        3603   2.76097989      0.352979988       5.71059990      0.770380020      0.640349984       3.44150996      0.870369971       1.10230005       1.78068995       1.58729005       1.51442778       1.69572175       1.00900757      0.998969972       1.03083873
16333        3603   2.76097989      0.352979988       5.71059990      0.527689993      0.677950025       3.24362993      0.870369971       1.10230005       1.78068995       1.69191003       1.71064901       1.89908874      0.891409457      0.789219975       1.04539514
16333        3652   6.23609018      0.191320002       1.14915001      0.827740014      0.534529984       4.13291979       1.23924005      0.352259994       4.37367010       1.03403997       1.91874623       1.95419526       2.27347612      0.354200006      0.112415344
16333        3793   4.32629013      0.192509994       2.05066991       1.54606998      0.450960010       5.04420996      0.463840008      0.827449977      0.439069986       1.19559002      0.904780149      0.904377699       1.14301288      0.847639978      0.705496371
16333        4615   5.98531008      0.154650003       1.59000009E-02   1.05407000      0.110909998       3.65263009      0.707340002      0.681609988       1.71424997      0.541620016       1.27585304       1.28682745      0.557562113      0.677240014      0.634116709
16333        4615   5.98531008      0.154650003       1.59000009E-02   1.05407000      0.110909998       3.65263009      0.572170019      0.565110028       1.99614000      0.426990002       1.17808104       1.17737961      0.753277600      0.533919990      0.465860903
16333        4806   5.40081978      0.185770005       2.28305006       1.70492005      0.262939990       5.92136002       1.43730998      0.628050029       5.68046999      0.578649998       1.42513454       1.39661837      0.565759361      0.650489986       9.71404985E-02
16333        5067   3.75690007      0.244399995       1.14698005      0.506519973      0.373400003       3.53852010       1.61758995      0.391499996       5.15129995       1.15407002       2.18886209       2.16680479       1.40622401      0.586759984      0.261216164
16333        5133   4.63321018      0.353769988       4.58060980       2.57238007      0.283630013      0.679830015      0.425460011       1.26109004      0.188219994      0.186440006      0.575629473      0.600602865      0.314995229       1.09142005       1.28160357
16333        5507   5.12169981      0.260500014       3.46393991       1.33587003      0.618380010       5.67329979       1.05927002      0.655849993      0.846970022       1.56868005       1.46556115       1.48280263       1.68274438      0.983730018      0.436981261
16333        5550   5.72896004      0.199650005       2.04440999       1.74765003      0.225889996       4.20905018       1.20392001      0.394520015       6.10793018      0.979740024       1.36594796       1.39370024       1.35847783      0.786960006      0.273574561
16333        5677   3.01609993      0.263359994       1.16380000       2.74410009      0.223360002       2.65576005      0.769829988      0.453330010       5.04574013      0.196180001      0.948712349      0.782017946       1.49667156      0.966400027      0.150805518
16333        5677   3.01609993      0.263359994       1.16380000       2.74410009      0.223360002       2.65576005      0.769829988      0.453330010       5.04574013      0.756020010      0.948712349       1.00944853       1.49667156      0.966400027      0.321238339
16333        5760   4.02583981      0.283399999       2.35835004       1.39642000      0.263599992       2.46539998       1.33025002      0.652350008       5.66443014       1.83499002       1.53693378       1.57495654       1.48776460       1.23672998      0.447490096
16333        5982   4.24322987      0.238700002       6.24399996      0.976809978      0.161369994       1.78076994      0.914110005      0.472979993       1.93514001       1.10336006       1.49163210       1.49363101      0.647576928      0.406890005      0.378227174
16333        6319   4.53855991      0.206180006       4.22907019      0.473729998      0.867670000       2.46718001      0.826279998      0.492610008       3.90778995       1.84072006       1.91576409       1.90961671       1.62205768      0.619660020      0.583849728
16333        6521   4.74771976      0.233060002       5.55259991      0.683319986      0.299450010       1.11429000      0.791480005      0.563059986       2.17038012      0.465530008       1.65076292       1.61952114       1.36881137      0.449629992      0.412133396
16333        6521   4.74771976      0.233060002       5.55259991      0.683319986      0.299450010       1.11429000      0.791480005      0.563059986       2.17038012       1.00720000       1.65076292       1.71301866       1.36881137      0.449629992      0.472967029
16333        7271   6.48718977      0.179609999      0.989700019      0.534030020      0.454840004       2.52536988      0.397760004       1.38706994       4.38069010       1.56423998       1.27147305       1.60953176       1.06011128      0.697200000       1.19002950
16333        7330   3.04319000      0.237729996       1.23289001       1.46289003      0.211700007       5.09237003      0.694350004      0.699270010       5.51952982      0.448020011       1.08888531       1.05663610      0.393748999      0.591960013      0.624703526
16333        7330   3.04319000      0.237729996       1.23289001       1.46289003      0.211700007       5.09237003      0.694350004      0.699270010       5.51952982      0.434359998       1.08888531       1.02815580      0.393748999      0.591960013      0.631994486
16333        8112   4.81591988      0.216230005       3.11281991       1.52103996      0.150889993      0.920149982       1.79066002      0.355060011       4.33553982       1.12260997       1.60768843       1.64631879      0.872521281      0.866190016      0.418909580
16333        8112   4.81591988      0.216230005       3.11281991      0.962700009      0.428820014       1.74554002       1.79066002      0.355060011       4.33553982       1.65944004       1.88124585       1.94281936       1.48715448       1.00884998      0.383740664
16333        8482   5.02305984      0.158570006       5.29471016      0.532769978      0.795520008       5.49407005       1.60864997      0.360709995       1.50588000       1.95010996       2.21591997       2.27309942       2.25864434      0.990610003      0.210383922
16333        8482   5.02305984      0.158570006       5.29471016      0.532769978      0.795520008       5.49407005       1.60864997      0.360709995       1.50588000       1.91673994       2.21591997       2.27187204       2.25864434      0.990610003      0.222646058
